bom_id,imdb_id,title,actor_1,actor_2,actor_3,actor_4,director,writer,producer,cinematographer,editor,production_designer,composer
rl643073537,tt2326554,A Girl Walks Home Alone at Night (2014),Sheila Vand,Arash Marandi,Marshall Manesh,Mozhan Marnò,Ana Lily Amirpour,Ana Lily Amirpour,Justin Begnaud|Chris Maleki|Sina Sayyah,Lyle Vincent,"""Alex OFlinn""",Sergio De La Vega,Bei Ru
rl3830154753,tt2545338,Citizen Koch (2013),David H. Koch,Charles G. Koch,Scott Walker,Floyd Abrams,Carl Deal|Tia Lessin,Carl Deal|Tia Lessin,Gillian Caldwell|Carl Deal|Tia Lessin,Joan Churchill|Nadia Hallgren|Bill Turnley,Lisa Palattella,NONE,Neil Davidge
rl3963651585,tt0469021,Alan Partridge (2013),Steve Coogan,Colm Meaney,Tim Key,Karl Theobald,Declan Lowney,Neil Gibbons|Rob Gibbons|Steve Coogan|Armando Iannucci|Peter Baynham|Steve Coogan|Armando Iannucci|Patrick Marber|Peter Baynham,Kevin Loader|Henry Normal,Ben Smithard,Mark Everson,Dick Lunn,Ilan Eshkeri
rl3243083265,tt2125480,Dancing in Jaffa (2013),Pierre Dulaine,Yvonne Marceau,Alaa Bubali,Lois Dana,Hilla Medalia,Philip Shane|Hilla Medalia,Hilla Medalia|Diane Nabatoff|Neta Zwebner-Zaibert,Daniel Kedem,Bob Eisenhardt|Philip Shane,NONE,Krishna Levy|Issar Shulman
rl1514833409,tt1954701,A Coffee in Berlin (2012),Tom Schilling,Katharina Schüttler,Justus von Dohnányi,Andreas Schröders,Jan-Ole Gerster,Jan-Ole Gerster,NONE,Philipp Kirsamer,Anja Siemens,Juliane Friedrich,Cherilyn MacNeil|The Major Minors
rl73172481,tt2925642,Kids for Cash (2013),Charlie Balasavage,Joanne Balasavage,Justin Bodnar,Lisa Griffiths,Robert May,Robert May,Robert May|Lauren Timmons,Jay Gillespie|Ed Marritz,Poppy Das,John Paino,Michael Brook
rl3327428097,tt1745710,Gore Vidal: The United States of Amnesia (2013),Gore Vidal,Howard Auster,James Best,Karen Black,Nicholas D. Wrathall,NONE,Theodore James|Nicholas D. Wrathall,Joel Schwartzberg,Suresh Ayyar|Rob Gordon Bralver|William Haugse,NONE,Ian Honeyman
rl3227682305,tt2737310,Mistaken for Strangers (2013),Tom Berninger,Matt Berninger,Bryce Dessner,Bryan Devendorf,Tom Berninger,NONE,Matt Berninger|Carin Besser|Craig Charland,Tom Berninger,Tom Berninger|Carin Besser,NONE,Aaron Dessner|Bryce Dessner|The National
rl3779757569,tt1821641,The Congress (2013),Robin Wright,Harvey Keitel,Jon Hamm,Kodi Smit-McPhee,Ari Folman,Stanislaw Lem|Ari Folman,Reinhard Brundig|Sébastien Delloye|Piotr Dzieciol|Ari Folman|David Grumbach|Eitan Mansuri|Ewa Puszczynska|Robin Wright,Michal Englert,Nili Feller,David Polonsky,Max Richter
rl3830416897,tt3419894,The Divine Move (2014),Kil-kang Ahn,Sung-Ki Ahn,Greg Chun,Marc Diraison,Beom-gu Cho,Seong-hyeob Yu,Mae-hee Park|Jeong-hun Yu,Dong-Yeong Kim,Min-kyeong Shin,NONE,NONE
rl1315800577,tt2515164,Redwood Highway (2013),Shirley Knight,Tom Skerritt,Danforth Comins,Catherine E. Coulson,Gary Lundgren,Gary Lundgren|James Twyman,Gary Kout|James Twyman,Patrick Neary,Gary Lundgren,Dave Marshall,John Askew
rl425559553,tt2806908,The Jewish Cardinal (2013),Laurent Lucas,Aurélien Recoing,Audrey Dana,Pascal Greggory,Ilan Duran Cohen,Chantal Derudder|Ilan Duran Cohen,Joëy Faré,Christophe Graillot,Fabrice Rouaud|Elif Uluengin,Valérie Grall,Nathaniel Méchaly
rl3630859777,tt3483712,Raja Natwarlal (2014),Emraan Hashmi,Humaima Malik,Paresh Rawal,Kay Kay Menon,Kunal Deshmukh,Parveez Sheikh|Sanjay Masoomm|Kunal Deshmukh,Siddharth Roy Kapur,Raaj Chakravarti,Manan Mehta|Anand Subaya,Mayur Sharma,Yuvan Shankar Raja|Sandeep Shirodkar
rl3125249537,tt3626442,Bjork: Biophilia Live (2014),David Attenborough,Björk,NONE,NONE,Nick Fenton|Peter Strickland,NONE,Jacqui Edenbrow,Brett Turnbull,Nick Fenton,NONE,Björk
rl4284515841,tt1828959,Make Your Move (2013),Derek Hough,BoA,Will Yun Lee,Wesley Jonathan,Duane Adler,Duane Adler,Patricia Chun|Robert W. Cort|Eric Hetzel|Soo-Man Lee,Gregory Middleton,Melissa Kent,Anastasia Masaro,Michael Corcoran|Eric Goldman|Robin Tadross
rl2254210561,tt1545660,Knights of Badassdom (2013),Ryan Kwanten,Steve Zahn,Peter Dinklage,Summer Glau,Joe Lynch,Kevin Dreyfuss|Matt Wall,Mark Burton|Kevin Dreyfuss|Matt Wall,Sam McCurdy,Howard E. Smith,Vincent DeFelice,Bear McCreary
rl1262519809,tt2309961,Afflicted (2013),Clif Prowse,Derek Lee,Michael Gill,Baya Rehaz,Derek Lee|Clif Prowse,Derek Lee|Clif Prowse,Chris Ferguson|Zach Lipovsky,Norm Li,Greg Ng,Courtney Stockstad,Edo Van Breemen
rl2891154945,tt2194328,Finding Fela (2014),Fela Kuti,Yeni Kuti,Femi Kuti,Seun Kuti,Alex Gibney,NONE,Alex Gibney|Jack Gulick,NONE,Lindy Jankura,NONE,NONE
rl1448379905,tt3722118,God the Father (2014),Tom Benedict Knight,Amanda Fernando Stevens,Robert Ashby,Thomas L. Colford,Simon Fellows,Moshe Diamant|Michael Franzese|Galit Hakmon McCord,Moshe Diamant|Sagiv Diamant|Jonas McCord,Vilmos Zsigmond,Erin Nicole Wyatt,Arta Tozzi,Dave Holden
rl1180599809,tt2387513,The Liberator (2013),Edgar Ramírez,Erich Wildpret,María Valverde,Juana Acosta,Alberto Arvelo,Timothy J. Sexton,Alberto Arvelo|Winfried Hammacher|Ana Loehnert,Xavi Giménez,Tariq Anwar,Paul D. Austerberry,Gustavo Dudamel
rl2893907457,tt2548738,Rich Hill (2014),Alyssa Jewell,Andrew Jewell,Elizabeth Jewell,Willie Jewell,Andrew Droz Palermo|Tracy Droz Tragos,NONE,Andrew Droz Palermo|Tracy Droz Tragos,Andrew Droz Palermo,Jim Hession,NONE,Nathan Halpern
rl292062721,tt3110272,Penton: The John Penton Story (2014),Lyle Lovett,John Penton,John Penton,NONE,Todd Huffman,Todd Huffman|Todd Huffman|Todd Huffman,Don Hoffman|Todd Huffman,Keith Martin,David Arnold,NONE,NONE
rl440567297,tt2323836,Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran (2013),Saori Hayami,Yumi Irino,Ai Kayano,Takahiro Sakurai,Tatsuyuki Nagai,Mari Okada|Chouheiwa Busters,Mikihiro Iwata|Noriko Ozaki|Shunsuke Saito,Hiroyuki Moriyama,Shigeru Nishiyama,NONE,Remedios
rl2421851649,tt3263520,Ivory Tower (2014),Elizabeth Armstrong,Richard Arum,Jamshed Bharucha,David Boone,Andrew Rossi,Andrew Rossi,Josh Braun|Andrew Rossi,Andrew Coffman|Andrew Rossi|Bryan Sarkinen,Chad Beck|Christopher Branca|Andrew Coffman|Andrew Rossi,NONE,Ian Hultquist
rl1247053313,tt2141751,God Help the Girl (2014),Emily Browning,Olly Alexander,Hannah Murray,Pierre Boulanger,Stuart Murdoch,Stuart Murdoch,Barry Mendel,Giles Nuttgens,David Arthur,Mark Leese,NONE
rl2606007809,tt3696086,The Golden Era (2014),Wei Tang,Shaofeng Feng,Zhiwen Wang,Yawen Zhu,Ann Hui,Qiang Li,Xiaoqing Chen|Sanping Han|Shen Hao|William Kong|Victor Koo|Peikang La|Hong Qin|Tit Kwan Tsui|Tiejun Xu,Yu Wang,Manda Wai,NONE,Eli Marshall
rl1598719489,tt2866360,Coherence (2013),Emily Baldoni,Maury Sterling,Nicholas Brendon,Elizabeth Gracen,James Ward Byrkit,James Ward Byrkit|James Ward Byrkit|Alex Manugian,Lene Bausager,Arlene Muller|Nic Sadler,Lance Pereira,NONE,Kristin Øhrn Dyrud
rl3898377729,tt3578504,Korengal (2014),LaMonta Caldwell,Miguel Cortez,Stephen Gillespie,Aron Hijar,Sebastian Junger,NONE,Nick Quested,Tim Hetherington|Sebastian Junger,Michael Levine,NONE,Marty Beller
rl3144058369,tt1196956,One Chance (2013),James Corden,Alexandra Roach,Julie Walters,Colm Meaney,David Frankel,Justin Zackham,Simon Cowell|Michael Menchel|Kris Thykier|Brad Weston,Florian Ballhaus,Wendy Greene Bricmont,Martin Childs,Theodore Shapiro
rl3309602305,tt2933292,Beyond Sight: The Derek Rabelo Story (2014),Makua Rothman,Bethany Hamilton,Laird Hamilton,Faith Fay,Bryan S. Jennings|Bruno Lemos,Bryan S. Jennings|Roger Thompson,Nathan Apffel|Faith Fay|Bryan S. Jennings|Bruno Lemos|Roger Thompson,Nathan Apffel|Faith Fay|Steve Kennedy|Bruno Lemos|Sean Marin,Nathan Apffel,NONE,Timothy Hosman
rl2235860481,tt1924396,The Best Offer (2013),Geoffrey Rush,Jim Sturgess,Sylvia Hoeks,Donald Sutherland,Giuseppe Tornatore,Giuseppe Tornatore,Isabella Cocuzza|Arturo Paglia,Fabio Zamarion,Massimo Quaglia,Maurizio Sabatini,Ennio Morricone
rl1852409345,tt3263996,The Overnighters (2014),Jay Reinke,Andrea Reinke,Alan Mezo,Shelly Schultz,Jesse Moss,Jesse Moss,Amanda McBaine|Jesse Moss,Jesse Moss,Jeff Seymann Gilbert,NONE,T. Griffin
rl1212909057,tt2187115,Child's Pose (2013),Luminita Gheorghiu,Bogdan Dumitrache,Natasa Raab,Ilinca Goia,Cãlin Peter Netzer,Razvan Radulescu|Cãlin Peter Netzer,Cãlin Peter Netzer|Ada Solomon,Andrei Butica,Dana Bunescu,Malina Ionescu,NONE
rl3110438401,tt2937898,A Most Violent Year (2014),Oscar Isaac,Jessica Chastain,David Oyelowo,Alessandro Nivola,J.C. Chandor,J.C. Chandor,J.C. Chandor|Neal Dodson|Anna Gerb,Bradford Young,Ron Patane,John P. Goldsmith|John P. Goldsmith,Alex Ebert
rl1870169601,tt1702014,The Way He Looks (2014),Ghilherme Lobo,Fabio Audi,Tess Amorim,Lúcia Romano,Daniel Ribeiro,Daniel Ribeiro,Diana Almeida|Daniel Ribeiro,Pierre de Kerchove,Cristian Chinen,Olivia Helena Sanches,NONE
rl2270004737,tt2390237,Cuban Fury (2014),Nick Frost,Rashida Jones,"""Chris ODowd""",Olivia Colman,James Griffiths,Jon Brown|Nick Frost,James Biddle|Nira Park,Dick Pope,Jonathan Amos,Dick Lunn,Daniel Pemberton
rl2455078401,tt1883092,Generation War (2013),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl777291265,tt1686042,Girl on a Bicycle (2013),Vincenzo Amato,Nora Tschirner,Louise Monot,Paddy Considine,Jeremy Leven,Jeremy Leven,Quirin Berg|Jeremy Leven|Max Wiedemann,Robert Fraisse,Michael Trent,Jean-Michel Hugon,Craig Richey
rl2137687553,tt2630916,Pump (2014),Adhemar Altieri,Greg Anderson,Edwin Black,David Blume,Joshua Tickell|Rebecca Harrell Tickell,"""Johnny OHara""",Eyal Aronoff|Yossie Hollander|Rebecca Harrell Tickell,Martin Dicicco,Sean P. Keenan|Ryan A Nichols|Phil Norden,NONE,Austin Creek|Richard Gibbs
rl675907073,tt1999987,Breathe In (2013),Felicity Jones,Guy Pearce,Mackenzie Davis,Amy Ryan,Drake Doremus,Drake Doremus|Ben York Jones,Steven Rales|Mark Roybal|Jonathan Schwartz|Andrea Sperling,John Guleserian,Jonathan Alberts,Katie Byron,"""Dustin OHalloran"""
rl3009316353,tt2581244,Life After Beth (2014),Aubrey Plaza,Dane DeHaan,John C. Reilly,Molly Shannon,Jeff Baena,Jeff Baena,Liz Destro|Michael Zakin,Jay Hunter,Colin Patton,Michael Grasley,Black Rebel Motorcycle Club
rl2723776001,tt0052893,Hiroshima Mon Amour (1959),Emmanuelle Riva,Eiji Okada,Stella Dassas,Pierre Barbaud,Alain Resnais,Marguerite Duras|Marguerite Duras,Anatole Dauman|Samy Halfon,Michio Takahashi|Sacha Vierny,Jasmine Chasney|Henri Colpi|Anne Sarraute,Minoru Esaka|Mayo|Petri,Georges Delerue|Giovanni Fusco
rl392594945,tt3812366,Ode To My Father (2014),Jung-min Hwang,Yunjin Kim,Dal-su Oh,Jin-young Jung,JK Youn,Su-jin Park|JK Youn,JK Youn,NONE,Jin Lee,Siranat Ratchusanti|Seong-hie Ryu,Byung-woo Lee
rl2876868097,tt2936174,Visitors (2013),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl1937278465,tt3106868,Watermark (2013),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl423724545,tt2420006,12 O'Clock Boys (2013),Coco,Pug,Funmi Sodipo,Steven,Lotfy Nathan,Eric Blair|Eric Blair|Coco|Lotfy Nathan|Pug,Eric Blair|Tom Colley|Taylor Gillespie|John Kassab|Lotfy Nathan,Lotfy Nathan,Eric Blair|Thomas Niles,NONE,Joe Williams
rl1970832897,tt2052015,Water & Power (2013),Enrique Murciano,Nicholas Gonzalez,Emilio Rivera,Clancy Brown,Richard Montoya,Richard Montoya|Richard Montoya,Richard Montoya|Mark Roberts,Claudio Chea,David Baum|Juan Carlos Garza|Michael R. Miller,Nick Ralbovsky,Gingger Shankar
rl1514178049,tt3268030,Advanced Style (2014),Iris Apfel,Joyce Carpati,Ari Cohen,Lynn Dell,Lina Plioplyte,Ari Cohen|Lina Plioplyte,Ari Cohen,Lina Plioplyte,Michael Carter|Yianna Dellatolla|Hye Mee Na,NONE,Chairlift|Daughtervision|Matt & Kim|Kelli Scarr|Swear and Shake
rl2958198273,tt1282046,Fort McCoy (2011),Eric Stoltz,Kate Connor,Lyndsy Fonseca,Andy Hirsch,Kate Connor|Michael Worth,Kate Connor,Kate Connor|Eric Stoltz,Neil Lisk,Robert Brakey,Chuck Parker,Dana Niu
rl142312961,tt3326366,Whitey: United States of America v. James J. Bulger (2014),Stephen Rakes,"""James Whitey Bulger""",Tommy Donahue,David Boeri,Joe Berlinger,NONE,Joe Berlinger|Caroline Suh,Robert Richman|Étienne Sauret,Alex Horwitz|Joshua L. Pearson,NONE,Wendy Blackstone
rl2203944449,tt2659190,Just a Sigh (2013),Emmanuelle Devos,Gabriel Byrne,Gilles Privat,Aurélia Petit,Jérôme Bonnell,Jérôme Bonnell,Edouard Weil,Pascal Lagriffoul,Julie Dupré,Anne Bachala,Raf Keunen
rl4114908673,tt1609479,Better Living Through Chemistry (2014),Sam Rockwell,Olivia Wilde,Michelle Monaghan,Jane Fonda,Geoff Moore|David Posamentier,Geoff Moore|David Posamentier,Felipe Marino|Joe Neurauter,Tim Suhrstedt,Jonathan Alberts,Heidi Adams,Andrew Feltenstein|John Nau
rl3595798017,tt1550481,Flamenco Flamenco (2010),Sara Baras,José Miguel Carmona,Montse Cortés,Paco de Lucía,Carlos Saura,Carlos Saura,Jesús Caballero,Vittorio Storaro,Vanessa Marimbert,NONE,NONE
rl1887012353,tt3163908,Veil of Tears (2014),Natalie Grant,K.P. Yohannan,Daniel Johnson,Nikita Hattangady,Kenny Saylors|Kyle Saylors,Kenny Saylors,Kenny Saylors|Kyle Saylors,Kyle Saylors,Kyle Saylors|Wayne Westin,NONE,Erica Lane
rl1365149185,tt1853614,A Letter to Momo (2011),Karen Miyama,Yuka,Daizaburo Arakawa,Toshiyuki Nishida,Hiroyuki Okiura,Hiroyuki Okiura|Joe Deasy|Stephanie Sheh,Keiko Matsushita|Motoki Mukaichi|Mariko Noguchi|Arimasa Okada|Keisuke Watanabe,Kôji Tanaka,Junichi Uematsu,NONE,Mina Kubota
rl593331713,tt0063152,"Je t'aime, je t'aime (1968)",Claude Rich,Olga Georges-Picot,Anouk Ferjac,Alain MacMoy,Alain Resnais,Jacques Sternberg|Alain Resnais,Mag Bodard,Jean Boffety,Albert Jurgenson|Colette Leloup,NONE,Krzysztof Penderecki
rl4098131457,tt2316868,The Better Angels (2014),Jason Clarke,Diane Kruger,Brit Marling,Wes Bentley,A.J. Edwards,A.J. Edwards,Charley Beil|Jake DeVito|Nicolas Gonda|Terrence Malick,Matthew J. Lloyd,Alex Milan,Caroline Hanania,Hanan Townshend
rl3229255169,tt3576084,Zero Motivation (2014),Dana Ivgy,Nelly Tagar,Shani Klein,Heli Twito,Talya Lavie,Talya Lavie,Guy Jacoel|Yochanan Kredo|Eilon Ratzkovsky|Yossi Uzrad,Yaron Scharf,Arik Lahav-Leibovich,Ron Zikno,Ran Bagno
rl1702200833,tt3498950,Take Me to the River (2014),Terrence Howard,James Alexander,Al Bell,William Bell,Martin Shore,Rick Clark|Jerry Harrison|Martin Shore|Zac Stanford,Cody Dickinson|Jerry Harrison|Brett Leonard|Lawrence Mitchell|Dan Sameha|Martin Shore,Nathan Black,Maxx Gillman|Julie Janata,NONE,Cody Dickinson
rl3092416001,tt2112152,For No Good Reason (2012),Ralph Steadman,Johnny Depp,Hunter S. Thompson,Terry Gilliam,Charlie Paul,NONE,Lucy Paul,Charlie Paul,Joby Gee,NONE,Ed Harcourt|Sacha Skarbek
rl4184311297,tt2324384,The Notebook (2013),László Gyémánt,András Gyémánt,Piroska Molnár,Ulrich Thomsen,János Szász,Tom Abrams|Agota Kristof|András Szekér|János Szász,Pál Sándor|Sándor Söth,Christian Berger,Szilvia Ruszev,István Galambos,NONE
rl2742322689,tt3210388,Through a Lens Darkly: Black Photographers and the Emergence of a People (2014),Arthé Anthony,Anthony Barboza,Hugh Bell,David G. Berger,Thomas Allen Harris,Thomas Allen Harris|Paul Carter Harrison|Don Perry|Deborah Willis,Ann Bennett|Thomas Allen Harris|Don Perry|Deborah Willis,Martina Radwan,Matthew Cohn|K.A. Miille,Billy Gerard Frank,Miles Jay|Vernon Reid
rl2319615489,tt2172985,The Art of the Steal (2013),Kurt Russell,Jay Baruchel,Katheryn Winnick,Chris Diamantopoulos,Jonathan Sobol,Jonathan Sobol,Nicholas Tabarrok,Adam Swica,Geoff Ashenhurst,Matthew Davies,NONE
rl3478816257,tt2511670,Jealousy (2013),Louis Garrel,Anna Mouglalis,Rebecca Convenant,Olga Milshtein,Philippe Garrel,Marc Cholodenko|Caroline Deruas-Garrel|Philippe Garrel|Arlette Langmann,Saïd Ben Saïd,Willy Kurant,Yann Dedet,Emmanuel de Chauvigny,Jean-Louis Aubert
rl1968801281,tt3142232,Heroic Antics (2014),Tiger Shroff,Kriti Sanon,Parthaa Akerkar,Anuradha Chandan,Sabir Khan,Sanjeev Dutta,Sajid Nadiadwala,Hari K. Vedantam,Manan Sagar,Narendra Rahurikar,Sajid Ali|Wajid Ali|Manj Musik|Bilal Saeed|Sandeep Shirodkar|Mustafa Zahid
rl2271708673,tt3697566,No Tears for the Dead (2014),Dong-Gun Jang,Min-hee Kim,Brian Tee,Hee-won Kim,Jeong-beom Lee,Jeong-beom Lee,Sung-woo Kim,Mo-gae Lee,Na-young Nam,Hong-sam Yang,Yong-rock Choi
rl2673837569,tt1590013,The Last Sentence (2012),Jesper Christensen,Pernilla August,Ulla Skoog,Björn Granath,Jan Troell,Kenne Fant|Klaus Rifbjerg|Jan Troell,Francy Suntinger,Mischa Gavrjusjov,Ulrika Rang|Jan Troell,Peter Bävman,Gaute Storaas
rl2373617153,tt2752200,Young & Beautiful (2013),Marine Vacth,Géraldine Pailhas,Frédéric Pierrot,Fantin Ravat,François Ozon,François Ozon,Eric Altmayer|Nicolas Altmayer,Pascal Marti,Laure Gardette,Katia Wyszkop,Philippe Rombi
rl1970374145,tt2932606,Siddharth (2013),Rajesh Tailang,Tannishtha Chatterjee,Anurag Arora,Shobha Sharma Jassi,Richie Mehta,Maureen Dorey|Richie Mehta|Richie Mehta|Rajesh Tailang,Steven N. Bray|Richie Mehta|David Miller,Bob Gundu,Stuart A. McIntyre|Richie Mehta,Aparna Kapur,Andrew Lockington
rl860325377,tt2207050,Bicycling with Molière (2013),Fabrice Luchini,Lambert Wilson,Maya Sansa,Camille Japy,Philippe Le Guay,Fabrice Luchini|Philippe Le Guay|Philippe Le Guay|Emmanuel Carrère|Molière,Anne-Dominique Toussaint,Jean-Claude Larrieu,Monica Coleman,Françoise Dupertuis,Jorge Arriagada
rl508921345,tt2510028,Frontera (2014),Ed Harris,Eva Longoria,Michael Peña,Amy Madigan,Michael Berry,Michael Berry|Louis Moulinet,Bill Andrew|Tracy K. Price|Alex Witherill|Mike Witherill,Joel Ransom,Larry Madaras,Mark Alan Duran,Kenneth Lampl|Darren Tate
rl2541258241,tt2524674,Wetlands (2013),Carla Juri,Christoph Letkowski,Marlen Kruse,Meret Becker,David Wnendt,Claus Falkenberg|David Wnendt|Sabine Pochhammer|Charlotte Roche,Peter Rommel,Jakub Bejnarowicz,Andreas Wodraschke,Jenny Rösler,Enis Rotthoff
rl21726721,tt2389182,Cheap Thrills (2013),Pat Healy,Ethan Embry,Sara Paxton,David Koechner,E.L. Katz,David Chirchirillo|Roald Dahl|Trent Haaga,Gabriel Cowan|Travis Stevens|John Suits,Andrew Wheeler|Sebastian Winterø,Brody Gusar,Melisa Jusufi,Mads Heldtberg
rl3698951681,tt2463288,Walk of Shame (2014),Elizabeth Banks,James Marsden,Gillian Jacobs,Sarah Wright,Steven Brill,Steven Brill,Sidney Kimmel|Gary Lucchesi|Tom Rosenberg,Jonathan Brown,Patrick J. Don Vito,Perry Andelin Blake,John Debney
rl2623964673,tt2518370,The One I Wrote for You (2014),Cheyenne Jackson,Kevin Pollak,Christine Woods,Avi Lake,Andrew Lauer,David Kauffman|David Kauffman|Steven Sessions,Page Brown|Fernando Cano|David Kauffman|Steven Sessions,Philip Roy,Jeff Chesnut,Gregorio Mannino,Keith Harter
rl3981084161,tt0065571,The Conformist (1970),Jean-Louis Trintignant,Stefania Sandrelli,Gastone Moschin,Enzo Tarascio,Bernardo Bertolucci,Alberto Moravia|Bernardo Bertolucci|Lee Kresel,NONE,Vittorio Storaro,Franco Arcalli,NONE,Georges Delerue
rl3513550337,tt1798243,Rudderless (2014),Billy Crudup,Anton Yelchin,Felicity Huffman,Selena Gomez,William H. Macy,Casey Twenter|Jeff Robison|William H. Macy,Brad Greiner|Keith Kjarval|Jeff Rice,Eric Lin,John Axelrad,Christopher Stull,Eef Barzelay
rl3058075137,tt1954315,Borgman (2013),Jan Bijvoet,Hadewych Minis,Jeroen Perceval,Alex van Warmerdam,Alex van Warmerdam,Alex van Warmerdam,Marc van Warmerdam,Tom Erisman,Job ter Burg,NONE,Vincent van Warmerdam
rl1080854017,tt2178256,The Rocket (2013),Sitthiphon Disamoe,Loungnam Kaosainam,Suthep Po-ngam,Boonsri Yindee,Kim Mordaunt,Kim Mordaunt,Sylvia Wilczynski,Andrew Commis,Nick Meyers,Pete Baxter,Caitlin Yeo
rl1935377921,tt2901736,Ilo Ilo (2013),Yann Yann Yeo,Tian Wen Chen,Angeli Bayani,Jia Ler Koh,Anthony Chen,Anthony Chen,Hwee Sim Ang|Anthony Chen|Wahyuni A. Hadi,Benoit Soler,Hoping Chen|Joanne Cheong,NONE,NONE
rl3091564033,tt2212008,The Bag Man (2014),John Cusack,Rebecca Da Costa,Robert De Niro,Crispin Glover,David Grovic,David Grovic|Paul Conway|James Russo,Peter D. Graves|Antony Mitchell|Warren Ostergard,David Knight|Steve Mason,Devin Maurer|Michael R. Miller,J. Dennis Washington,Tony Morales|Edward Rogers
rl4687361,tt2789532,Big Men (2013),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl2824570369,tt2741806,In Bloom (2013),Lika Babluani,Mariam Bokeria,Zurab Gogaladze,Data Zakareishvili,Nana Ekvtimishvili|Simon Groß,Nana Ekvtimishvili,Simon Groß|Marc Wächter,Oleg Mutu,Stefan Stabenow,Kote Japaridze,NONE
rl928613889,tt3186318,Hellion (2013),Aaron Paul,Juliette Lewis,Josh Wiggins,Deke Garner,Kat Candler,Kat Candler,Jonathan Duffy|Kelly Williams,Brett Pawlak,Alan Canant,"""Deneice OConnor""",Curtis Heath
rl1198753281,tt2567712,Starred Up (2013),"""Jack OConnell""",Ben Mendelsohn,Rupert Friend,Sam Spruell,David Mackenzie,Jonathan Asser,Gillian Berrie,Michael McDonough,Nick Emerson|Jake Roberts,Tom McCullagh,NONE
rl207652353,tt1864405,Low Down (2014),John Hawkes,Elle Fanning,Glenn Close,Peter Dinklage,Jeff Preiss,Amy Albany|Topper Lilien|Amy Albany,Albert Berger|Mindy Goldberg|Ron Yerxa,Christopher Blauvelt,Michael Saia,Elliott Hostetter,Ohad Talmor
rl2891351553,tt2463512,Hateship Loveship (2013),Kristen Wiig,Guy Pearce,Hailee Steinfeld,Nick Nolte,Liza Johnson,Mark Poirier|Alice Munro,"Robert Ogden Barnum|Michael Benaroya|Cassian Elwes|""Jamin OBrien""|Dylan Sellers",Kasper Tuxen,Michael Taylor,Hannah Beachler,Dickon Hinchliffe
rl1010927105,tt2353767,"1,000 Times Good Night (2013)",Juliette Binoche,Nikolaj Coster-Waldau,Lauryn Canny,Adrianna Cramer Curtis,Erik Poppe,Erik Poppe|Harald Rosenløw-Eeg|Jan Trygve Røyneland|Kirsten Sheridan,Finn Gjerdrum|Stein B. Kvae,John Christian Rosenlund,Sofia Lindgren,Eleanor Wood,Armand Amar
rl3728901633,tt1483324,At Middleton (2013),Andy Garcia,Vera Farmiga,Taissa Farmiga,Spencer Rocco Lofranco,Adam Rodgers,Glenn German|Adam Rodgers,Andy Garcia|Glenn German|Sig Libowitz,Emmanuel Kadosh,Suzy Elmiger,Vincent DeFelice,Arturo Sandoval
rl3294070273,tt2215077,Half of a Yellow Sun (2013),Chiwetel Ejiofor,Thandie Newton,Anika Noni Rose,Joseph Mawle,Biyi Bandele,Chimamanda Ngozi Adichie|Biyi Bandele,Andrea Calderwood,John de Borman,Chris Gill,Andrew McAlpine,Ben Onono|Paul Thomson
rl2288551425,tt2402985,Ping Pong Summer (2014),Marcello Conte,Judah Friedlander,Amy Sedaris,Lea Thompson,Michael Tully,Michael Tully,Jeffrey Allard|Brooke Bernard|Michael Gottwald|Billy Peterson|George Rush|Ryan Zacarias,Wyatt Garfield,Marc Vives,Bart Mangrum,Michael Montes
rl3396634113,tt2174896,To Be Takei (2014),George Takei,Brad Takei,Walter Koenig,William Shatner,Jennifer M. Kroot,NONE,Gerry Kim|Jennifer M. Kroot|Mayuran Tiruchelvam,Christopher Million,Shane King|Bill Weber,NONE,Michael Hearst
rl2725283329,tt1865505,Song of the Sea (2014),David Rawle,Brendan Gleeson,Lisa Hannigan,Fionnula Flanagan,Tomm Moore,Will Collins|Tomm Moore,Claus Toksvig Kjaer|Tomm Moore|Ross Murray|Frederik Villumsen|Paul Young,NONE,Darragh Byrne|Darren T. Holmes,Adrien Merigeau,Bruno Coulais
rl3429008897,tt2852470,The Missing Picture (2013),Randal Douc,Jean-Baptiste Phou,NONE,NONE,Rithy Panh,Rithy Panh|Christophe Bataille,Catherine Dussart,Prum Mesa,Rithy Panh|Marie-Christine Rougerie,Rithy Panh,Marc Marder
rl3916269057,tt2635006,The Retrieval (2013),Ashton Sanders,Tishuan Scott,Keston John,Bill Oberst Jr.,Chris Eska,Chris Eska,Jacob Esquivel|Jason Wehling,Yasu Tanida,Chris Eska,Caroline Karlen,Matthew Wiedemann|Yellow 6
rl2253358593,tt1715876,The Discoverers (2012),Griffin Dunne,Madeleine Martin,Cara Buono,John C. McGinley,Justin Schwarz,Justin Schwarz,Laura Kleger|Louise Lovegrove|Justin Schwarz,Christopher Blauvelt,Geraud Brisson,Kelly McGehee,Aaron Mirman-Heslin
